period_end,air_temp,dni,ghi
2023-01-29 08:30:00+00:00,4,647,243
2023-01-29 09:00:00+00:00,5,729,317
2023-01-29 09:30:00+00:00,6,794,382
2023-01-29 10:00:00+00:00,7,833,435
2023-01-29 10:30:00+00:00,8,853,474
2023-01-29 11:00:00+00:00,9,866,500
2023-01-29 11:30:00+00:00,10,872,511
2023-01-29 12:00:00+00:00,10,870,508
2023-01-29 12:30:00+00:00,11,861,490
2023-01-29 13:00:00+00:00,11,845,457
2023-01-29 13:30:00+00:00,11,819,412
2023-01-29 14:00:00+00:00,11,782,354
2023-01-29 14:30:00+00:00,11,728,286
2023-01-29 15:00:00+00:00,11,653,211
2023-01-29 15:30:00+00:00,11,543,132
2023-01-29 16:00:00+00:00,10,272,54
2023-01-29 16:30:00+00:00,9,3,4
2023-01-29 17:00:00+00:00,9,0,0
2023-01-29 17:30:00+00:00,8,0,0
2023-01-29 18:00:00+00:00,7,0,0
2023-01-29 18:30:00+00:00,7,0,0
2023-01-29 19:00:00+00:00,6,0,0
2023-01-29 19:30:00+00:00,6,0,0
2023-01-29 20:00:00+00:00,5,0,0
2023-01-29 20:30:00+00:00,5,0,0
2023-01-29 21:00:00+00:00,4,0,0
2023-01-29 21:30:00+00:00,4,0,0
2023-01-29 22:00:00+00:00,4,0,0
2023-01-29 22:30:00+00:00,4,0,0
2023-01-29 23:00:00+00:00,3,0,0
2023-01-29 23:30:00+00:00,3,0,0
2023-01-30 00:00:00+00:00,2,0,0
2023-01-30 00:30:00+00:00,2,0,0
2023-01-30 01:00:00+00:00,2,0,0
2023-01-30 01:30:00+00:00,2,0,0
2023-01-30 02:00:00+00:00,2,0,0
2023-01-30 02:30:00+00:00,2,0,0
2023-01-30 03:00:00+00:00,1,0,0
2023-01-30 03:30:00+00:00,1,0,0
2023-01-30 04:00:00+00:00,1,0,0
2023-01-30 04:30:00+00:00,1,0,0
2023-01-30 05:00:00+00:00,1,0,0
2023-01-30 05:30:00+00:00,1,0,0
2023-01-30 06:00:00+00:00,1,0,0
2023-01-30 06:30:00+00:00,1,0,0
2023-01-30 07:00:00+00:00,1,110,24
2023-01-30 07:30:00+00:00,1,467,95
2023-01-30 08:00:00+00:00,2,620,176
2023-01-30 08:30:00+00:00,3,716,256
2023-01-30 09:00:00+00:00,4,780,330
2023-01-30 09:30:00+00:00,4,824,394
2023-01-30 10:00:00+00:00,5,853,446
2023-01-30 10:30:00+00:00,6,873,486
2023-01-30 11:00:00+00:00,7,889,512
2023-01-30 11:30:00+00:00,8,901,525
2023-01-30 12:00:00+00:00,8,899,521
2023-01-30 12:30:00+00:00,9,885,502
2023-01-30 13:00:00+00:00,9,865,469
2023-01-30 13:30:00+00:00,10,840,423
2023-01-30 14:00:00+00:00,10,800,364
2023-01-30 14:30:00+00:00,10,738,294
2023-01-30 15:00:00+00:00,10,472,199
2023-01-30 15:30:00+00:00,10,329,122
2023-01-30 16:00:00+00:00,9,101,49
2023-01-30 16:30:00+00:00,9,0,4
2023-01-30 17:00:00+00:00,9,0,0
2023-01-30 17:30:00+00:00,8,0,0
2023-01-30 18:00:00+00:00,8,0,0
2023-01-30 18:30:00+00:00,7,0,0
2023-01-30 19:00:00+00:00,7,0,0
2023-01-30 19:30:00+00:00,6,0,0
2023-01-30 20:00:00+00:00,6,0,0
2023-01-30 20:30:00+00:00,5,0,0
2023-01-30 21:00:00+00:00,5,0,0
2023-01-30 21:30:00+00:00,5,0,0
2023-01-30 22:00:00+00:00,5,0,0
2023-01-30 22:30:00+00:00,5,0,0
2023-01-30 23:00:00+00:00,5,0,0
2023-01-30 23:30:00+00:00,5,0,0
2023-01-31 00:00:00+00:00,5,0,0
2023-01-31 00:30:00+00:00,4,0,0
2023-01-31 01:00:00+00:00,5,0,0
2023-01-31 01:30:00+00:00,5,0,0
2023-01-31 02:00:00+00:00,5,0,0
2023-01-31 02:30:00+00:00,4,0,0
2023-01-31 03:00:00+00:00,4,0,0
2023-01-31 03:30:00+00:00,4,0,0
2023-01-31 04:00:00+00:00,4,0,0
2023-01-31 04:30:00+00:00,3,0,0
2023-01-31 05:00:00+00:00,3,0,0
2023-01-31 05:30:00+00:00,3,0,0
2023-01-31 06:00:00+00:00,3,0,0
2023-01-31 06:30:00+00:00,3,0,0
2023-01-31 07:00:00+00:00,3,160,28
2023-01-31 07:30:00+00:00,3,528,101
2023-01-31 08:00:00+00:00,4,676,184
2023-01-31 08:30:00+00:00,5,766,265
2023-01-31 09:00:00+00:00,6,826,340
2023-01-31 09:30:00+00:00,8,869,405
2023-01-31 10:00:00+00:00,9,898,460
2023-01-31 10:30:00+00:00,10,918,501
2023-01-31 11:00:00+00:00,11,928,527
2023-01-31 11:30:00+00:00,12,932,538
2023-01-31 12:00:00+00:00,12,930,534
2023-01-31 12:30:00+00:00,13,921,515
2023-01-31 13:00:00+00:00,13,902,481
2023-01-31 13:30:00+00:00,13,870,434
2023-01-31 14:00:00+00:00,14,831,374
2023-01-31 14:30:00+00:00,13,780,304
2023-01-31 15:00:00+00:00,13,710,227
2023-01-31 15:30:00+00:00,13,608,145
2023-01-31 16:00:00+00:00,12,253,60
2023-01-31 16:30:00+00:00,11,24,7
2023-01-31 17:00:00+00:00,10,0,0
2023-01-31 17:30:00+00:00,9,0,0
2023-01-31 18:00:00+00:00,9,0,0
2023-01-31 18:30:00+00:00,9,0,0
2023-01-31 19:00:00+00:00,8,0,0
2023-01-31 19:30:00+00:00,8,0,0
2023-01-31 20:00:00+00:00,7,0,0
2023-01-31 20:30:00+00:00,7,0,0
2023-01-31 21:00:00+00:00,6,0,0
2023-01-31 21:30:00+00:00,6,0,0
2023-01-31 22:00:00+00:00,5,0,0
2023-01-31 22:30:00+00:00,5,0,0
2023-01-31 23:00:00+00:00,5,0,0
2023-01-31 23:30:00+00:00,4,0,0
2023-02-01 00:00:00+00:00,4,0,0
2023-02-01 00:30:00+00:00,3,0,0
2023-02-01 01:00:00+00:00,3,0,0
2023-02-01 01:30:00+00:00,3,0,0
2023-02-01 02:00:00+00:00,3,0,0
2023-02-01 02:30:00+00:00,3,0,0
2023-02-01 03:00:00+00:00,3,0,0
2023-02-01 03:30:00+00:00,3,0,0
2023-02-01 04:00:00+00:00,3,0,0
2023-02-01 04:30:00+00:00,3,0,0
2023-02-01 05:00:00+00:00,3,0,0
2023-02-01 05:30:00+00:00,3,0,0
2023-02-01 06:00:00+00:00,3,0,0
2023-02-01 06:30:00+00:00,3,0,0
2023-02-01 07:00:00+00:00,3,0,19
2023-02-01 07:30:00+00:00,4,55,65
2023-02-01 08:00:00+00:00,5,424,163
2023-02-01 08:30:00+00:00,6,570,243
2023-02-01 09:00:00+00:00,7,464,286
2023-02-01 09:30:00+00:00,8,621,365
2023-02-01 10:00:00+00:00,9,519,390
2023-02-01 10:30:00+00:00,10,544,426
2023-02-01 11:00:00+00:00,11,405,417
2023-02-01 11:30:00+00:00,11,381,420
2023-02-01 12:00:00+00:00,12,781,503
2023-02-01 12:30:00+00:00,12,830,497
2023-02-01 13:00:00+00:00,12,785,460
2023-02-01 13:30:00+00:00,13,761,415
2023-02-01 14:00:00+00:00,13,691,353
2023-02-01 14:30:00+00:00,13,659,289
2023-02-01 15:00:00+00:00,13,662,223
2023-02-01 15:30:00+00:00,13,527,141
2023-02-01 16:00:00+00:00,12,315,64
2023-02-01 16:30:00+00:00,12,16,7
2023-02-01 17:00:00+00:00,11,0,0
2023-02-01 17:30:00+00:00,10,0,0
2023-02-01 18:00:00+00:00,10,0,0
2023-02-01 18:30:00+00:00,10,0,0
2023-02-01 19:00:00+00:00,9,0,0
2023-02-01 19:30:00+00:00,9,0,0
2023-02-01 20:00:00+00:00,9,0,0
2023-02-01 20:30:00+00:00,8,0,0
2023-02-01 21:00:00+00:00,7,0,0
2023-02-01 21:30:00+00:00,7,0,0
2023-02-01 22:00:00+00:00,7,0,0
2023-02-01 22:30:00+00:00,7,0,0
2023-02-01 23:00:00+00:00,7,0,0
2023-02-01 23:30:00+00:00,6,0,0
2023-02-02 00:00:00+00:00,6,0,0
2023-02-02 00:30:00+00:00,6,0,0
2023-02-02 01:00:00+00:00,6,0,0
2023-02-02 01:30:00+00:00,5,0,0
2023-02-02 02:00:00+00:00,5,0,0
2023-02-02 02:30:00+00:00,5,0,0
2023-02-02 03:00:00+00:00,5,0,0
2023-02-02 03:30:00+00:00,5,0,0
2023-02-02 04:00:00+00:00,5,0,0
2023-02-02 04:30:00+00:00,4,0,0
2023-02-02 05:00:00+00:00,5,0,0
2023-02-02 05:30:00+00:00,5,0,0
2023-02-02 06:00:00+00:00,5,0,0
2023-02-02 06:30:00+00:00,4,0,0
2023-02-02 07:00:00+00:00,4,92,25
2023-02-02 07:30:00+00:00,5,0,48
2023-02-02 08:00:00+00:00,6,130,128
2023-02-02 08:30:00+00:00,6,564,244
2023-02-02 09:00:00+00:00,8,801,337
2023-02-02 09:30:00+00:00,9,835,400
2023-02-02 10:00:00+00:00,10,859,452
2023-02-02 10:30:00+00:00,11,879,492
2023-02-02 11:00:00+00:00,12,891,518
2023-02-02 11:30:00+00:00,13,897,530
2023-02-02 12:00:00+00:00,13,893,527
2023-02-02 12:30:00+00:00,13,879,509
2023-02-02 13:00:00+00:00,14,860,476
2023-02-02 13:30:00+00:00,14,775,421
2023-02-02 14:00:00+00:00,14,742,363
2023-02-02 14:30:00+00:00,14,762,306
2023-02-02 15:00:00+00:00,14,696,230
2023-02-02 15:30:00+00:00,14,589,149
2023-02-02 16:00:00+00:00,13,394,70
2023-02-02 16:30:00+00:00,13,45,10
2023-02-02 17:00:00+00:00,12,0,0
2023-02-02 17:30:00+00:00,11,0,0
2023-02-02 18:00:00+00:00,11,0,0
2023-02-02 18:30:00+00:00,10,0,0
2023-02-02 19:00:00+00:00,10,0,0
2023-02-02 19:30:00+00:00,10,0,0
2023-02-02 20:00:00+00:00,9,0,0
2023-02-02 20:30:00+00:00,8,0,0
2023-02-02 21:00:00+00:00,8,0,0
2023-02-02 21:30:00+00:00,7,0,0
2023-02-02 22:00:00+00:00,7,0,0
2023-02-02 22:30:00+00:00,7,0,0
2023-02-02 23:00:00+00:00,7,0,0
2023-02-02 23:30:00+00:00,6,0,0
2023-02-03 00:00:00+00:00,6,0,0
2023-02-03 00:30:00+00:00,6,0,0
2023-02-03 01:00:00+00:00,6,0,0
2023-02-03 01:30:00+00:00,6,0,0
2023-02-03 02:00:00+00:00,5,0,0
2023-02-03 02:30:00+00:00,5,0,0
2023-02-03 03:00:00+00:00,5,0,0
2023-02-03 03:30:00+00:00,5,0,0
2023-02-03 04:00:00+00:00,5,0,0
2023-02-03 04:30:00+00:00,5,0,0
2023-02-03 05:00:00+00:00,4,0,0
2023-02-03 05:30:00+00:00,4,0,0
2023-02-03 06:00:00+00:00,4,0,0
2023-02-03 06:30:00+00:00,4,0,0
2023-02-03 07:00:00+00:00,4,190,33
2023-02-03 07:30:00+00:00,5,511,106
2023-02-03 08:00:00+00:00,5,645,188
2023-02-03 08:30:00+00:00,6,725,267
2023-02-03 09:00:00+00:00,7,781,340
2023-02-03 09:30:00+00:00,9,822,404
2023-02-03 10:00:00+00:00,10,852,456
2023-02-03 10:30:00+00:00,11,871,496
2023-02-03 11:00:00+00:00,11,883,523
2023-02-03 11:30:00+00:00,12,888,534
2023-02-03 12:00:00+00:00,13,887,531
2023-02-03 12:30:00+00:00,13,880,514
2023-02-03 13:00:00+00:00,13,865,482
2023-02-03 13:30:00+00:00,14,843,437
2023-02-03 14:00:00+00:00,14,809,379
2023-02-03 14:30:00+00:00,14,761,311
2023-02-03 15:00:00+00:00,14,691,234
2023-02-03 15:30:00+00:00,13,585,153
2023-02-03 16:00:00+00:00,13,399,73
2023-02-03 16:30:00+00:00,12,52,11
2023-02-03 17:00:00+00:00,11,0,0
2023-02-03 17:30:00+00:00,10,0,0
2023-02-03 18:00:00+00:00,10,0,0
2023-02-03 18:30:00+00:00,10,0,0
2023-02-03 19:00:00+00:00,10,0,0
2023-02-03 19:30:00+00:00,9,0,0
2023-02-03 20:00:00+00:00,9,0,0
2023-02-03 20:30:00+00:00,9,0,0
2023-02-03 21:00:00+00:00,8,0,0
2023-02-03 21:30:00+00:00,8,0,0
2023-02-03 22:00:00+00:00,8,0,0
2023-02-03 22:30:00+00:00,8,0,0
2023-02-03 23:00:00+00:00,8,0,0
2023-02-03 23:30:00+00:00,7,0,0
2023-02-04 00:00:00+00:00,7,0,0
2023-02-04 00:30:00+00:00,7,0,0
2023-02-04 01:00:00+00:00,7,0,0
2023-02-04 01:30:00+00:00,7,0,0
2023-02-04 02:00:00+00:00,6,0,0
2023-02-04 02:30:00+00:00,6,0,0
2023-02-04 03:00:00+00:00,6,0,0
2023-02-04 03:30:00+00:00,6,0,0
2023-02-04 04:00:00+00:00,6,0,0
2023-02-04 04:30:00+00:00,6,0,0
2023-02-04 05:00:00+00:00,6,0,0
2023-02-04 05:30:00+00:00,6,0,0
2023-02-04 06:00:00+00:00,5,0,0
2023-02-04 06:30:00+00:00,5,0,0
2023-02-04 07:00:00+00:00,6,61,28
2023-02-04 07:30:00+00:00,6,330,97
2023-02-04 08:00:00+00:00,7,562,181
2023-02-04 08:30:00+00:00,8,739,269
2023-02-04 09:00:00+00:00,9,799,342
2023-02-04 09:30:00+00:00,10,837,405
2023-02-04 10:00:00+00:00,10,864,458
2023-02-04 10:30:00+00:00,11,883,498
2023-02-04 11:00:00+00:00,12,896,525
2023-02-04 11:30:00+00:00,13,796,515
2023-02-04 12:00:00+00:00,13,230,384
2023-02-04 12:30:00+00:00,14,416,419
2023-02-04 13:00:00+00:00,14,617,434
2023-02-04 13:30:00+00:00,14,847,439
2023-02-04 14:00:00+00:00,15,815,382
2023-02-04 14:30:00+00:00,15,679,302
2023-02-04 15:00:00+00:00,15,45,156
2023-02-04 15:30:00+00:00,15,243,124
2023-02-04 16:00:00+00:00,14,349,73
2023-02-04 16:30:00+00:00,14,58,13
2023-02-04 17:00:00+00:00,13,0,0
2023-02-04 17:30:00+00:00,13,0,0
2023-02-04 18:00:00+00:00,12,0,0
2023-02-04 18:30:00+00:00,12,0,0
2023-02-04 19:00:00+00:00,12,0,0
2023-02-04 19:30:00+00:00,11,0,0
2023-02-04 20:00:00+00:00,10,0,0
2023-02-04 20:30:00+00:00,10,0,0
2023-02-04 21:00:00+00:00,9,0,0
2023-02-04 21:30:00+00:00,9,0,0
2023-02-04 22:00:00+00:00,9,0,0
2023-02-04 22:30:00+00:00,9,0,0
2023-02-04 23:00:00+00:00,8,0,0
2023-02-04 23:30:00+00:00,8,0,0
2023-02-05 00:00:00+00:00,8,0,0
2023-02-05 00:30:00+00:00,7,0,0
2023-02-05 01:00:00+00:00,7,0,0
2023-02-05 01:30:00+00:00,7,0,0
2023-02-05 02:00:00+00:00,6,0,0
2023-02-05 02:30:00+00:00,6,0,0
2023-02-05 03:00:00+00:00,5,0,0
2023-02-05 03:30:00+00:00,5,0,0
2023-02-05 04:00:00+00:00,5,0,0
2023-02-05 04:30:00+00:00,4,0,0
2023-02-05 05:00:00+00:00,4,0,0
2023-02-05 05:30:00+00:00,4,0,0
2023-02-05 06:00:00+00:00,4,0,0
2023-02-05 06:30:00+00:00,4,2,1
2023-02-05 07:00:00+00:00,4,249,40
2023-02-05 07:30:00+00:00,4,559,117
2023-02-05 08:00:00+00:00,5,686,201
2023-02-05 08:30:00+00:00,5,770,284
2023-02-05 09:00:00+00:00,6,827,359
2023-02-05 09:30:00+00:00,7,866,425
2023-02-05 10:00:00+00:00,8,892,479
2023-02-05 10:30:00+00:00,9,910,520
2023-02-05 11:00:00+00:00,9,923,547
2023-02-05 11:30:00+00:00,10,933,560
2023-02-05 12:00:00+00:00,10,935,557
2023-02-05 12:30:00+00:00,11,928,539
2023-02-05 13:00:00+00:00,11,914,507
2023-02-05 13:30:00+00:00,11,893,460
2023-02-05 14:00:00+00:00,11,865,402
2023-02-05 14:30:00+00:00,12,828,332
2023-02-05 15:00:00+00:00,11,769,254
2023-02-05 15:30:00+00:00,11,675,170
2023-02-05 16:00:00+00:00,11,512,87
2023-02-05 16:30:00+00:00,10,99,16
2023-02-05 17:00:00+00:00,9,0,0
2023-02-05 17:30:00+00:00,8,0,0
2023-02-05 18:00:00+00:00,8,0,0
2023-02-05 18:30:00+00:00,7,0,0
2023-02-05 19:00:00+00:00,7,0,0
2023-02-05 19:30:00+00:00,6,0,0
2023-02-05 20:00:00+00:00,5,0,0
2023-02-05 20:30:00+00:00,5,0,0
2023-02-05 21:00:00+00:00,4,0,0
2023-02-05 21:30:00+00:00,4,0,0
2023-02-05 22:00:00+00:00,4,0,0
2023-02-05 22:30:00+00:00,4,0,0
2023-02-05 23:00:00+00:00,4,0,0
2023-02-05 23:30:00+00:00,3,0,0
2023-02-06 00:00:00+00:00,3,0,0
2023-02-06 00:30:00+00:00,3,0,0
2023-02-06 01:00:00+00:00,3,0,0
2023-02-06 01:30:00+00:00,3,0,0
2023-02-06 02:00:00+00:00,3,0,0
2023-02-06 02:30:00+00:00,2,0,0
2023-02-06 03:00:00+00:00,2,0,0
2023-02-06 03:30:00+00:00,2,0,0
2023-02-06 04:00:00+00:00,2,0,0
2023-02-06 04:30:00+00:00,2,0,0
2023-02-06 05:00:00+00:00,2,0,0
2023-02-06 05:30:00+00:00,2,0,0
2023-02-06 06:00:00+00:00,2,0,0
2023-02-06 06:30:00+00:00,2,1,1
2023-02-06 07:00:00+00:00,2,258,43
2023-02-06 07:30:00+00:00,2,620,126
2023-02-06 08:00:00+00:00,3,742,212
2023-02-06 08:30:00+00:00,4,819,296
2023-02-06 09:00:00+00:00,5,867,372
2023-02-06 09:30:00+00:00,6,895,437
2023-02-06 10:00:00+00:00,7,916,491
2023-02-06 10:30:00+00:00,7,932,532
2023-02-06 11:00:00+00:00,8,942,559
2023-02-06 11:30:00+00:00,8,945,570
2023-02-06 12:00:00+00:00,9,943,566
2023-02-06 12:30:00+00:00,9,934,547
2023-02-06 13:00:00+00:00,9,918,513
2023-02-06 13:30:00+00:00,9,895,466
2023-02-06 14:00:00+00:00,9,863,406
2023-02-06 14:30:00+00:00,9,817,335
2023-02-06 15:00:00+00:00,9,730,254
2023-02-06 15:30:00+00:00,9,567,164
2023-02-06 16:00:00+00:00,8,423,86
2023-02-06 16:30:00+00:00,8,33,15
2023-02-06 17:00:00+00:00,7,0,0
2023-02-06 17:30:00+00:00,7,0,0
2023-02-06 18:00:00+00:00,6,0,0
2023-02-06 18:30:00+00:00,6,0,0
2023-02-06 19:00:00+00:00,5,0,0
2023-02-06 19:30:00+00:00,5,0,0
2023-02-06 20:00:00+00:00,5,0,0
2023-02-06 20:30:00+00:00,4,0,0
2023-02-06 21:00:00+00:00,4,0,0
2023-02-06 21:30:00+00:00,4,0,0
2023-02-06 22:00:00+00:00,3,0,0
2023-02-06 22:30:00+00:00,3,0,0
2023-02-06 23:00:00+00:00,3,0,0
2023-02-06 23:30:00+00:00,3,0,0
2023-02-07 00:00:00+00:00,3,0,0
2023-02-07 00:30:00+00:00,3,0,0
2023-02-07 01:00:00+00:00,3,0,0
2023-02-07 01:30:00+00:00,3,0,0
2023-02-07 02:00:00+00:00,3,0,0
2023-02-07 02:30:00+00:00,2,0,0
2023-02-07 03:00:00+00:00,2,0,0
2023-02-07 03:30:00+00:00,1,0,0
2023-02-07 04:00:00+00:00,1,0,0
2023-02-07 04:30:00+00:00,1,0,0
2023-02-07 05:00:00+00:00,0,0,0
2023-02-07 05:30:00+00:00,0,0,0
2023-02-07 06:00:00+00:00,0,0,0
2023-02-07 06:30:00+00:00,1,4,1
2023-02-07 07:00:00+00:00,1,150,40
2023-02-07 07:30:00+00:00,1,461,119
2023-02-07 08:00:00+00:00,2,721,213
2023-02-07 08:30:00+00:00,3,802,298
2023-02-07 09:00:00+00:00,4,857,375
2023-02-07 09:30:00+00:00,5,877,439
2023-02-07 10:00:00+00:00,6,919,497
2023-02-07 10:30:00+00:00,7,936,538
2023-02-07 11:00:00+00:00,8,946,565
2023-02-07 11:30:00+00:00,8,950,577
2023-02-07 12:00:00+00:00,8,948,574
2023-02-07 12:30:00+00:00,9,940,555
2023-02-07 13:00:00+00:00,9,925,522
2023-02-07 13:30:00+00:00,9,903,474
2023-02-07 14:00:00+00:00,9,871,414
2023-02-07 14:30:00+00:00,9,826,343
2023-02-07 15:00:00+00:00,9,757,263
2023-02-07 15:30:00+00:00,9,651,177
2023-02-07 16:00:00+00:00,9,491,92
2023-02-07 16:30:00+00:00,8,111,20
2023-02-07 17:00:00+00:00,7,0,0
2023-02-07 17:30:00+00:00,6,0,0
2023-02-07 18:00:00+00:00,6,0,0
2023-02-07 18:30:00+00:00,6,0,0
2023-02-07 19:00:00+00:00,6,0,0
2023-02-07 19:30:00+00:00,6,0,0
2023-02-07 20:00:00+00:00,5,0,0
2023-02-07 20:30:00+00:00,4,0,0
2023-02-07 21:00:00+00:00,4,0,0
2023-02-07 21:30:00+00:00,3,0,0
2023-02-07 22:00:00+00:00,3,0,0
2023-02-07 22:30:00+00:00,3,0,0
2023-02-07 23:00:00+00:00,2,0,0
2023-02-07 23:30:00+00:00,2,0,0
2023-02-08 00:00:00+00:00,2,0,0
2023-02-08 00:30:00+00:00,2,0,0
2023-02-08 01:00:00+00:00,2,0,0
2023-02-08 01:30:00+00:00,2,0,0
2023-02-08 02:00:00+00:00,2,0,0
2023-02-08 02:30:00+00:00,1,0,0
2023-02-08 03:00:00+00:00,0,0,0
2023-02-08 03:30:00+00:00,0,0,0
2023-02-08 04:00:00+00:00,0,0,0
2023-02-08 04:30:00+00:00,0,0,0
2023-02-08 05:00:00+00:00,0,0,0
2023-02-08 05:30:00+00:00,0,0,0
2023-02-08 06:00:00+00:00,0,0,0
2023-02-08 06:30:00+00:00,0,5,2
2023-02-08 07:00:00+00:00,0,262,47
2023-02-08 07:30:00+00:00,1,569,128
2023-02-08 08:00:00+00:00,2,697,214
2023-02-08 08:30:00+00:00,3,779,298
2023-02-08 09:00:00+00:00,4,834,374
2023-02-08 09:30:00+00:00,5,871,440
2023-02-08 10:00:00+00:00,6,897,494
2023-02-08 10:30:00+00:00,7,914,535
2023-02-08 11:00:00+00:00,8,921,562
2023-02-08 11:30:00+00:00,8,919,572
2023-02-08 12:00:00+00:00,9,908,567
2023-02-08 12:30:00+00:00,9,768,523
2023-02-08 13:00:00+00:00,9,60,286
2023-02-08 13:30:00+00:00,9,0,230
2023-02-08 14:00:00+00:00,9,0,136
2023-02-08 14:30:00+00:00,9,0,98
2023-02-08 15:00:00+00:00,9,0,88
2023-02-08 15:30:00+00:00,9,0,91
2023-02-08 16:00:00+00:00,8,167,73
2023-02-08 16:30:00+00:00,8,12,17
2023-02-08 17:00:00+00:00,7,0,0
2023-02-08 17:30:00+00:00,6,0,0
2023-02-08 18:00:00+00:00,6,0,0
2023-02-08 18:30:00+00:00,6,0,0
2023-02-08 19:00:00+00:00,6,0,0
2023-02-08 19:30:00+00:00,5,0,0
2023-02-08 20:00:00+00:00,5,0,0
2023-02-08 20:30:00+00:00,4,0,0
2023-02-08 21:00:00+00:00,4,0,0
2023-02-08 21:30:00+00:00,3,0,0
2023-02-08 22:00:00+00:00,3,0,0
2023-02-08 22:30:00+00:00,3,0,0
2023-02-08 23:00:00+00:00,3,0,0
2023-02-08 23:30:00+00:00,3,0,0
2023-02-09 00:00:00+00:00,2,0,0
2023-02-09 00:30:00+00:00,2,0,0
2023-02-09 01:00:00+00:00,2,0,0
2023-02-09 01:30:00+00:00,2,0,0
2023-02-09 02:00:00+00:00,2,0,0
2023-02-09 02:30:00+00:00,1,0,0
2023-02-09 03:00:00+00:00,1,0,0
2023-02-09 03:30:00+00:00,1,0,0
2023-02-09 04:00:00+00:00,0,0,0
2023-02-09 04:30:00+00:00,0,0,0
2023-02-09 05:00:00+00:00,0,0,0
2023-02-09 05:30:00+00:00,0,0,0
2023-02-09 06:00:00+00:00,0,0,0
2023-02-09 06:30:00+00:00,0,0,1
2023-02-09 07:00:00+00:00,0,155,38
2023-02-09 07:30:00+00:00,1,532,129
2023-02-09 08:00:00+00:00,2,655,215
2023-02-09 08:30:00+00:00,3,659,288
2023-02-09 09:00:00+00:00,4,468,320
2023-02-09 09:30:00+00:00,5,597,399
2023-02-09 10:00:00+00:00,6,637,450
2023-02-09 10:30:00+00:00,7,412,437
2023-02-09 11:00:00+00:00,7,373,447
2023-02-09 11:30:00+00:00,8,298,437
2023-02-09 12:00:00+00:00,8,340,446
2023-02-09 12:30:00+00:00,8,85,336
2023-02-09 13:00:00+00:00,9,434,429
2023-02-09 13:30:00+00:00,9,734,454
2023-02-09 14:00:00+00:00,9,135,271
2023-02-09 14:30:00+00:00,9,0,182
2023-02-09 15:00:00+00:00,9,0,148
2023-02-09 15:30:00+00:00,9,219,143
2023-02-09 16:00:00+00:00,9,344,89
2023-02-09 16:30:00+00:00,8,55,20
2023-02-09 17:00:00+00:00,8,0,0
2023-02-09 17:30:00+00:00,7,0,0
2023-02-09 18:00:00+00:00,7,0,0
2023-02-09 18:30:00+00:00,6,0,0
2023-02-09 19:00:00+00:00,6,0,0
2023-02-09 19:30:00+00:00,5,0,0
2023-02-09 20:00:00+00:00,5,0,0
2023-02-09 20:30:00+00:00,4,0,0
2023-02-09 21:00:00+00:00,4,0,0
2023-02-09 21:30:00+00:00,3,0,0
2023-02-09 22:00:00+00:00,3,0,0
2023-02-09 22:30:00+00:00,3,0,0
2023-02-09 23:00:00+00:00,2,0,0
2023-02-09 23:30:00+00:00,2,0,0
2023-02-10 00:00:00+00:00,2,0,0
2023-02-10 00:30:00+00:00,2,0,0
2023-02-10 01:00:00+00:00,2,0,0
2023-02-10 01:30:00+00:00,2,0,0
2023-02-10 02:00:00+00:00,2,0,0
2023-02-10 02:30:00+00:00,1,0,0
2023-02-10 03:00:00+00:00,1,0,0
2023-02-10 03:30:00+00:00,0,0,0
2023-02-10 04:00:00+00:00,0,0,0
2023-02-10 04:30:00+00:00,0,0,0
2023-02-10 05:00:00+00:00,0,0,0
2023-02-10 05:30:00+00:00,0,0,0
2023-02-10 06:00:00+00:00,0,0,0
2023-02-10 06:30:00+00:00,0,1,2
2023-02-10 07:00:00+00:00,0,107,41
2023-02-10 07:30:00+00:00,1,317,114
2023-02-10 08:00:00+00:00,2,465,197
2023-02-10 08:30:00+00:00,3,568,280
2023-02-10 09:00:00+00:00,4,648,357
2023-02-10 09:30:00+00:00,6,713,425
2023-02-10 10:00:00+00:00,7,760,481
2023-02-10 10:30:00+00:00,8,794,524
2023-02-10 11:00:00+00:00,8,817,552
2023-02-10 11:30:00+00:00,9,830,565
2023-02-10 12:00:00+00:00,9,840,564
2023-02-10 12:30:00+00:00,10,849,549
2023-02-10 13:00:00+00:00,10,842,518
2023-02-10 13:30:00+00:00,11,819,472
2023-02-10 14:00:00+00:00,11,784,413
2023-02-10 14:30:00+00:00,11,734,343
2023-02-10 15:00:00+00:00,11,673,265
2023-02-10 15:30:00+00:00,11,589,182
2023-02-10 16:00:00+00:00,10,443,99
2023-02-10 16:30:00+00:00,9,122,26
2023-02-10 17:00:00+00:00,8,0,0
2023-02-10 17:30:00+00:00,8,0,0
2023-02-10 18:00:00+00:00,8,0,0
2023-02-10 18:30:00+00:00,7,0,0
2023-02-10 19:00:00+00:00,7,0,0
2023-02-10 19:30:00+00:00,6,0,0
2023-02-10 20:00:00+00:00,5,0,0
2023-02-10 20:30:00+00:00,5,0,0
2023-02-10 21:00:00+00:00,4,0,0
2023-02-10 21:30:00+00:00,4,0,0
2023-02-10 22:00:00+00:00,3,0,0
2023-02-10 22:30:00+00:00,3,0,0
2023-02-10 23:00:00+00:00,3,0,0
2023-02-10 23:30:00+00:00,3,0,0
2023-02-11 00:00:00+00:00,2,0,0
